Sentence,Label
"If all people are disturbed, then Truman is not friendly and Truman is not guilty.",implication
Marvin being frightened or Morris being comprehensive implies that Aldis is not disturbed.,implication
It can be concluded that Aldis is disturbed once knowing that Marlin is comprehensive or Truman is not guilty.,implication
Someone who is not frightened is always guilty.,implication
Aldis being not frightened implies that Marlin is not comprehensive and Marlin is not friendly.,implication
Aldis being not guilty and Truman being friendly imply that Truman is comprehensive.,implication
Someone who is guilty or frightened is always comprehensive and not disturbed.,implication
Aldis is not hypocritical.,negation
Truman is not friendly.,negation
Marvin is not disturbed.,negation
Truman is not disturbed.,negation
Marvin is not comprehensive.,negation
Morris is not comprehensive.,negation
Theobold is not disturbed.,negation
Morris is not friendly.,negation
Cadman is not comprehensive.,negation
Truman is not frightened.,negation
Aldis is not comprehensive.,negation
Ramsey is not black.,fact
Corwin is not popular.,fact
Brian is not repulsive.,fact
Brian is oak.,fact
Corwin is not agreeable.,fact
Rachelle is not frantic.,fact
Ramsey is not agreeable.,fact
Halden is not frantic.,fact
Hannah is not black.,fact
Hannah is repulsive.,fact
Ramsey is not oak.,fact
Hannah is not agreeable.,fact
Someone who is repulsive is always black.,implication
"If there is someone who is both not agreeable and not oak, then Corwin is frantic.",implication
"If all people are oak or agreeable, then Brian is black.",implication
"If there is at least one people who is not popular, then Hannah is not black and Rachelle is repulsive.",implication
"If there is at least one people who is not agreeable or popular, then Hannah is black.",implication
"If Corwin is repulsive and Rachelle is agreeable, then Rachelle is not popular.",implication
"If there is at least one people who is not oak, then Hannah is agreeable.",implication
"If there is someone who is agreeable, then Brian is not black.",implication
"If someone is not black or he is agreeable, then he is not frantic.",implication
"If there is someone who is not oak, then Rachelle is not agreeable and Hannah is black.",implication
"If everyone is not repulsive, then Ramsey is not frantic.",implication
Brian is not oak.,negation
Brian is not frantic.,negation
Baird is not frantic.,negation
Hannah is not frantic.,negation
Hannah is not agreeable.,negation
Hannah is not oak.,negation
Corwin is not frantic.,negation
Ramsey is not repulsive.,negation
Brian is not black.,negation
Hannah is not black.,negation
Rachelle is not agreeable.,negation
Leslie is concerned.,fact
Leslie is ugly.,fact
Kingston is realistic.,fact
Lauren is not ugly.,fact
Aidan is not sweet.,fact
Aidan is not realistic.,fact
Albert is compassionate.,fact
Hardy is realistic.,fact
Hardy is concerned.,fact
Hardy is not disobedient.,fact
Hardy is sweet.,fact
Kingston is disobedient.,fact
It can be concluded that Leslie is not sweet once knowing that Martin is disobedient or Aidan is not concerned.,implication
"If someone is both not ugly and not sweet, then he is not concerned.",implication
"If there is at least one people who is ugly, then Kingston is sweet.",implication
Martin being not disobedient and Albert being realistic imply that Martin is not ugly.,implication
"If there is someone who is both not concerned and disobedient, then Hardy is sweet and Martin is not compassionate.",implication
It can be concluded that Kingston is disobedient and Leslie is not compassionate once knowing that Martin is sweet.,implication
Lauren being not ugly implies that Aidan is not sweet.,implication
"If there is someone who is not realistic, then Hardy is not concerned and Martin is sweet.",implication
"If there is at least one people who is either realistic or not compassionate, then Hardy is disobedient and Lauren is not ugly.",implication
"If Hardy is not sweet or Kingston is not concerned, then Leslie is not ugly.",implication
Someone who is not ugly is always not realistic.,implication
Lauren is not realistic.,negation
Albert is not compassionate.,negation
Martin is not ugly.,negation
Kingston is not sweet.,negation
Aidan is not compassionate.,negation
Leslie is not concerned.,negation
Martin is not realistic.,negation
Hardy is not concerned.,negation
Hardy is not compassionate.,negation
Silas is cheeky.,fact
Richard is not jealous.,fact
Raymond is jealous.,fact
Kendall is not jealous.,fact
Raymond is not cheeky.,fact
Hannah is miniscule.,fact
Aedan is not jealous.,fact
Kendall is not cheeky.,fact
Raymond is excited.,fact
Raymond is not miniscule.,fact
Stanley is unfair.,fact
Kendall is not selfish.,fact
"If Richard is cheeky, then Aedan is not jealous.",implication
"If there is someone who is cheeky, then Richard is not miniscule and Aedan is jealous.",implication
Someone who is eithor cheeky or not miniscule is always jealous.,implication
Someone who is eithor not excited or not cheeky is always not jealous.,implication
"If there is at least one people who is not unfair, then Hannah is excited.",implication
"If there is someone who is both not excited and not jealous, then Silas is not unfair.",implication
Aedan being jealous and Silas being unfair imply that Kendall is cheeky and Kendall is excited.,implication
Someone who is not cheeky or selfish is always not excited and unfair.,implication
"If Hannah is unfair or Kendall is not miniscule, then Hannah is selfish.",implication
"If all people are not unfair or not miniscule, then Richard is not cheeky.",implication
"If there is at least one people who is both not selfish and miniscule, then Kendall is not unfair.",implication
Kendall is not unfair.,negation
Aedan is not jealous.,negation
Aedan is not unfair.,negation
Hannah is not miniscule.,negation
Raymond is not excited.,negation
Raymond is not selfish.,negation
Silas is not selfish.,negation
Kendall is not jealous.,negation
Stanley is not miniscule.,negation
Kendall is not selfish.,negation
Shawn is purple.,fact
Randolph is not light.,fact
Randolph is not swift.,fact
Joshua is not swift.,fact
Harmony is not quiet.,fact
Stanley is not purple.,fact
Mila is swift.,fact
Stanley is not ashamed.,fact
Shawn is swift.,fact
Shawn is not plain.,fact
Randolph is ashamed.,fact
Kianna is not plain.,fact
"If all people are not purple, then Randolph is light and Shawn is swift.",implication
"If someone is either not light or purple, then he is swift and plain.",implication
"If someone who is light is also swift, then he is purple.",implication
"If there is at least one people who is light, then Harmony is not purple and Kianna is not ashamed.",implication
"If Stanley is quiet, then Joshua is swift and Joshua is light.",implication
"If everyone is light, then Stanley is swift.",implication
"If there is someone who is both not swift and plain, then Stanley is not ashamed.",implication
"As long as someone is plain and not ashamed, he is not swift and purple.",implication
Mila is not swift.,negation
Stanley is not ashamed.,negation
Stanley is not purple.,negation
Randolph is not plain.,negation
Joshua is not swift.,negation
Mila is not quiet.,negation
Joshua is not ashamed.,negation
Randolph is not ashamed.,negation
Stanley is not plain.,negation
Randolph is not swift.,negation
Lionel is zealous.,fact
Scott is cotton.,fact
Lionel is horrible.,fact
Isaac is not lively.,fact
Caleb is creepy.,fact
Solomon is not horrible.,fact
Kim is cotton.,fact
Solomon is not terrible.,fact
Scott is terrible.,fact
Kim is not terrible.,fact
Lionel is not creepy.,fact
Connell is not zealous.,fact
All creepy people are not horrible.,implication
"As long as someone is not lively, he is zealous and terrible.",implication
"If there is someone who is not cotton, then Scott is lively.",implication
"If someone is terrible, then he is both not creepy and not lively.",implication
"If Isaac is creepy, then Caleb is not cotton and Caleb is terrible.",implication
Someone who is cotton is always lively.,implication
"If all people are not terrible, then Caleb is not horrible.",implication
"If someone who is horrible is also not lively, then he is cotton.",implication
"If someone is lively and cotton, then he is not zealous and horrible.",implication
"If there is someone who is either not creepy or not cotton, then Scott is lively.",implication
"If Connell is terrible, then Isaac is not zealous.",implication
"If someone is not creepy, then he is both not terrible and lively.",implication
Isaac is not terrible.,negation
Caleb is not cotton.,negation
Scott is not lively.,negation
Lionel is not horrible.,negation
Caleb is not horrible.,negation
Scott is not zealous.,negation
Solomon is not zealous.,negation
Connell is not creepy.,negation
Kim is not terrible.,negation
Caleb is not creepy.,negation
Connell is not horrible.,negation
Guy is not ashamed.,fact
Guy is not unable.,fact
Griswald is not yellow.,fact
Gale is not unable.,fact
Cecil is not unable.,fact
Cecil is not yellow.,fact
Culver is not stormy.,fact
Shamus is stormy.,fact
Griswald is not ashamed.,fact
Culver is unable.,fact
Shamus is not medical.,fact
Shamus is not yellow.,fact
"If there is at least one people who is not medical or stormy, then Guy is not unable.",implication
"If there is at least one people who is both stormy and unable, then Griswald is not smart.",implication
"If someone is not stormy, then he is not ashamed.",implication
"If there is at least one people who is both stormy and not ashamed, then Guy is unable.",implication
"As long as someone is smart and not ashamed, he is unable and not medical.",implication
"If there is at least one people who is either medical or not ashamed, then Cecil is smart and Guy is not yellow.",implication
"If Angus is not yellow or Gale is medical, then Gale is unable.",implication
"As long as someone is either not ashamed or not medical, he is not stormy and unable.",implication
"If there is at least one people who is smart, then Angus is not unable and Culver is not ashamed.",implication
Shamus is not stormy.,negation
Guy is not unable.,negation
Angus is not medical.,negation
Cecil is not unable.,negation
Angus is not smart.,negation
Guy is not medical.,negation
Guy is not ashamed.,negation
Guy is not yellow.,negation
Cecil is not yellow.,negation
Aiken is depressed.,fact
Hall is not relevant.,fact
Hall is puzzled.,fact
Ives is not depressed.,fact
Hall is clear.,fact
Cedric is cooperative.,fact
Ives is not clear.,fact
Aiken is not clear.,fact
Quinlan is tan.,fact
Cedric is not relevant.,fact
Quinlan is not clear.,fact
Quinlan is puzzled.,fact
"If Aiken is puzzled, then Gifford is relevant.",implication
"if there is at least one people who is clear and depressed, then Aiken is not relevant and Quinlan is tan.",implication
Someone who is eithor puzzled or clear is always not tan.,implication
Someone who is both tan and depressed is always not relevant.,implication
"If someone is tan or depressed, then he is not relevant.",implication
"If there is at least one people who is tan, then Hall is puzzled and Ives is relevant.",implication
"If there is nobody who is not not cooperative, then Quinlan is not tan.",implication
"If someone is both tan and cooperative, then he is not relevant.",implication
"If there is someone who is cooperative, then Hall is relevant.",implication
Quinlan is not clear.,negation
Quinlan is not tan.,negation
Hall is not relevant.,negation
Cedric is not relevant.,negation
Hall is not clear.,negation
Aiken is not relevant.,negation
Gifford is not puzzled.,negation
Cedric is not cooperative.,negation
Hall is not cooperative.,negation
Maddox is not similar.,fact
Kelvin is not unhappy.,fact
Hunter is perfect.,fact
Collier is not thoughtful.,fact
Collier is rare.,fact
Collier is not perfect.,fact
Hunter is annoying.,fact
Royce is not annoying.,fact
Kelvin is not similar.,fact
Royce is not perfect.,fact
Royce is thoughtful.,fact
Kelvin is not thoughtful.,fact
"If there is at least one people who is annoying or not perfect, then Royce is not unhappy.",implication
It can be concluded that Percival is not perfect and Collier is similar once knowing that Maddox is rare.,implication
Kelvin being not unhappy and Collier being not thoughtful imply that Maddox is not similar.,implication
"If there is nobody who is not unhappy, then Kelvin is thoughtful.",implication
Royce being not perfect or Blanca being not unhappy implies that Percival is not thoughtful.,implication
"If there is at least one people who is annoying or not thoughtful, then Kelvin is not perfect.",implication
"If there is at least one people who is annoying, then Kelvin is similar and Percival is not rare.",implication
"If there is someone who is both thoughtful and unhappy, then Hunter is not annoying.",implication
Someone who is eithor annoying or not similar is always thoughtful.,implication
"If there is at least one people who is either thoughtful or rare, then Percival is not annoying and Blanca is unhappy.",implication
Royce is not thoughtful.,negation
Kelvin is not thoughtful.,negation
Blanca is not thoughtful.,negation
Hunter is not perfect.,negation
Blanca is not unhappy.,negation
Collier is not thoughtful.,negation
Kelvin is not unhappy.,negation
Lane is not latter.,fact
Robert is latter.,fact
Alvin is latter.,fact
Alvin is not generous.,fact
Basil is not elegant.,fact
Basil is not generous.,fact
Marvin is not agreeable.,fact
Robert is not victorious.,fact
Konrad is not mental.,fact
Lane is elegant.,fact
Marvin is latter.,fact
Robert is agreeable.,fact
Jorge being elegant or Konrad being not mental implies that Robert is not generous.,implication
"If there is at least one people who is both generous and victorious, then Konrad is not mental.",implication
Alvin being not victorious and Robert being latter imply that Marvin is elegant.,implication
"If there is at least one people who is not agreeable, then Alvin is not generous.",implication
"If there is at least one people who is both generous and agreeable, then Lane is not elegant.",implication
"If Konrad is mental or Robert is not agreeable, then Alvin is generous.",implication
"If there is someone who is either not generous or not agreeable, then Lane is not elegant.",implication
"If there is someone who is both mental and elegant, then Marvin is not victorious.",implication
Basil is not agreeable.,negation
Basil is not elegant.,negation
Lane is not generous.,negation
Robert is not latter.,negation
Marvin is not victorious.,negation
Basil is not latter.,negation
Jorge is not elegant.,negation
Alvin is not generous.,negation
Robert is not agreeable.,negation
Robert is not generous.,negation
Marvin is not agreeable.,negation
Culver is not political.,fact
Amanda is political.,fact
Roland is political.,fact
Culver is realistic.,fact
Roland is not rational.,fact
Rufus is purple.,fact
Amanda is rational.,fact
Liam is not realistic.,fact
Culver is shy.,fact
Isaac is not curious.,fact
Amanda is not shy.,fact
Roland is shy.,fact
It can be concluded that Roland is not shy and Culver is purple once knowing that Irvin is political and Rufus is not curious.,implication
Someone who is political is always both realistic and curious.,implication
"if there is at least one people who is shy and not purple, then Isaac is curious and Culver is not political.",implication
"If someone who is not shy is also curious, then he is not realistic.",implication
"If someone is curious or not realistic, then he is purple.",implication
"If all people are not rational, then Amanda is realistic.",implication
"If Amanda is not political and Irvin is not realistic, then Liam is curious.",implication
Isaac is not curious.,negation
Rufus is not curious.,negation
Roland is not political.,negation
Irvin is not purple.,negation
Roland is not purple.,negation
Isaac is not purple.,negation
Roland is not curious.,negation
Rufus is not political.,negation
Amanda is not realistic.,negation
Amanda is not shy.,negation
Roland is not realistic.,negation
Amanda is not political.,negation
Culver is not shy.,negation
Irvin is not curious.,negation
Irvin is not political.,negation
Liam is not rational.,negation
Aidan is naughty.,fact
Walter is not timid.,fact
Cuthbert is timid.,fact
Charlie is wrong.,fact
Aidan is wrong.,fact
Chalmers is not wrong.,fact
Hadden is naughty.,fact
Kianna is not accurate.,fact
Charlie is naughty.,fact
Kianna is not naughty.,fact
Hadden is not better.,fact
Cuthbert is not better.,fact
"If someone who is not wrong is also not timid, then he is not naughty.",implication
"As long as someone is not accurate, he is not naughty and better.",implication
"If someone is both not quaint and accurate, then he is better.",implication
Hadden being not quaint implies that Aidan is not better and Charlie is not accurate.,implication
Hadden is not accurate.,negation
Aidan is not quaint.,negation
Walter is not quaint.,negation
Cuthbert is not timid.,negation
Walter is not naughty.,negation
Kianna is not timid.,negation
Chalmers is not naughty.,negation
Aidan is not wrong.,negation
Kianna is not naughty.,negation
Joe is good-tempered.,fact
Kent is not angry.,fact
Roy is not angry.,fact
Joe is sincere.,fact
Merlin is not serious.,fact
Kingston is angry.,fact
Merlin is not angry.,fact
Joshua is not healthy.,fact
Kent is not healthy.,fact
Roy is serious.,fact
Joe is not agreeable.,fact
Brian is not serious.,fact
"If Kingston is angry and Kingston is not good-tempered, then Brian is sincere.",implication
"If Joe is not angry or Merlin is healthy, then Roy is sincere.",implication
"If there is at least one people who is both not good-tempered and not angry, then Merlin is not agreeable.",implication
"If there is someone who is both not healthy and not agreeable, then Joe is not good-tempered and Brian is sincere.",implication
"If someone is good-tempered, then he is not healthy.",implication
"If Roy is not good-tempered and Kent is sincere, then Kingston is angry and Joshua is not healthy.",implication
"If someone is good-tempered, then he is sincere.",implication
It can be concluded that Brian is not angry once knowing that Joshua is sincere or Merlin is not serious.,implication
It can be concluded that Roy is not serious once knowing that Joshua is sincere or Joshua is healthy.,implication
Joshua being not angry implies that Joe is healthy.,implication
Roy is not serious.,negation
Brian is not serious.,negation
Joe is not good-tempered.,negation
Roy is not angry.,negation
Brian is not angry.,negation
Merlin is not good-tempered.,negation
Joshua is not sincere.,negation
Kent is not serious.,negation
Joshua is not healthy.,negation
Ian is harsh.,fact
Lars is happy.,fact
Heath is harsh.,fact
Otis is not crazy.,fact
Sterling is not happy.,fact
Lee is not frail.,fact
Ian is frail.,fact
Lars is visible.,fact
Otis is not visible.,fact
Sterling is not frail.,fact
Kimball is not odd.,fact
Kimball is not crazy.,fact
Someone who is visible is always both not frail and not harsh.,implication
"If all people are visible, then Otis is not frail and Ian is crazy.",implication
"If there is someone who is both happy and crazy, then Heath is odd and Sterling is harsh.",implication
"If there is someone who is either not harsh or not frail, then Heath is visible.",implication
"If there is at least one people who is both not visible and harsh, then Otis is not frail.",implication
Someone who is eithor not harsh or not frail is always odd.,implication
"If someone is either odd or happy, then he is not crazy and not harsh.",implication
"If Lars is not crazy or Lars is not odd, then Lee is not harsh.",implication
"If someone is visible, then he is not harsh.",implication
Lee is not odd.,negation
Sterling is not frail.,negation
Kimball is not frail.,negation
Sterling is not odd.,negation
Lars is not frail.,negation
Sterling is not happy.,negation
Kimball is not crazy.,negation
Della is not available.,fact
Fred is not wrong.,fact
Della is messy.,fact
Hunter is ambitious.,fact
Morris is famous.,fact
Rex is messy.,fact
Konrad is ambitious.,fact
Rex is not ambitious.,fact
Hunter is not shiny.,fact
Rex is not famous.,fact
Rex is not available.,fact
Morris is ambitious.,fact
Quimby being not messy implies that Fred is not shiny and Della is available.,implication
"If someone is shiny or not available, then he is ambitious.",implication
"If there is at least one people who is ambitious or not messy, then Quimby is available.",implication
Someone who is eithor shiny or not ambitious is always available.,implication
Della being available or Quimby being shiny implies that Morris is ambitious.,implication
"If there is someone who is both ambitious and famous, then Fred is not wrong.",implication
"If there is someone who is either not shiny or messy, then Konrad is not available and Konrad is not famous.",implication
All not messy people are not ambitious.,implication
"If there is someone who is not available, then Della is messy.",implication
Someone who is eithor famous or not available is always not messy.,implication
Fred is not wrong.,negation
Quimby is not available.,negation
Konrad is not shiny.,negation
Della is not available.,negation
Morris is not available.,negation
Hunter is not wrong.,negation
Konrad is not ambitious.,negation
Hunter is not shiny.,negation
Quimby is not shiny.,negation
Morris is not shiny.,negation
Fred is not shiny.,negation
Mila is not clear.,fact
Anabelle is not wild.,fact
Isabel is not blue.,fact
Isabel is not wild.,fact
Anabelle is not selfish.,fact
Mila is lucky.,fact
Anabelle is not lucky.,fact
Maribel is not wild.,fact
Albion is wild.,fact
Ives is lucky.,fact
Albion is accurate.,fact
Bowen is accurate.,fact
"If there is nobody who is not selfish, then Isabel is not wild.",implication
"If there is at least one people who is not accurate, then Maribel is blue.",implication
"If there is at least one people who is accurate, then Bowen is blue and Bowen is wild.",implication
"If someone is not clear or he is not accurate, then he is not blue.",implication
"If all people are not blue or selfish, then Anabelle is accurate.",implication
"If Anabelle is wild, then Anabelle is accurate.",implication
Someone who is eithor not selfish or blue is always not lucky.,implication
"If someone is both selfish and not clear, then he is not wild.",implication
"If someone is not clear, then he is blue.",implication
Mila is not lucky.,negation
Mila is not clear.,negation
Albion is not wild.,negation
Mila is not selfish.,negation
Ives is not wild.,negation
Albion is not lucky.,negation
Mila is not blue.,negation
Ives is not accurate.,negation
Anabelle is not lucky.,negation
Anabelle is not blue.,negation
Albion is not blue.,negation
Anabelle is not selfish.,negation
Della is plastic.,fact
Alastair is not mean.,fact
Della is not mean.,fact
Della is not selfish.,fact
Herbert is mean.,fact
Tyler is not messy.,fact
Herbert is united.,fact
Della is not wet.,fact
Claude is not messy.,fact
Alastair is not selfish.,fact
Ross is messy.,fact
Ross is united.,fact
"If there is at least one people who is plastic, then Ross is selfish and Alvin is not united.",implication
"If Alvin is wet and Alvin is mean, then Claude is messy.",implication
"If there is someone who is either not selfish or messy, then Alastair is mean.",implication
"If there is someone who is not plastic, then Alastair is not selfish and Alastair is not wet.",implication
"If Tyler is plastic and Alvin is not messy, then Herbert is not mean.",implication
Someone who is mean is always not united.,implication
"If there is someone who is not plastic, then Alastair is united.",implication
"If there is at least one people who is not plastic or wet, then Claude is messy.",implication
Alastair is not wet.,negation
Della is not wet.,negation
Ross is not messy.,negation
Ross is not united.,negation
Herbert is not united.,negation
Claude is not selfish.,negation
Ross is not selfish.,negation
Herbert is not mean.,negation
Alvin is not plastic.,negation
Della is not mean.,negation
Norris is not realistic.,fact
Norris is not conscientious.,fact
Irvin is realistic.,fact
Tobias is vivacious.,fact
Irvin is conscientious.,fact
Ian is not conscientious.,fact
Ian is not vivacious.,fact
Ian is bright.,fact
Timothy is entire.,fact
Ian is entire.,fact
Timothy is not mellow.,fact
Igor is bright.,fact
"If someone is both conscientious and bright, then he is not mellow.",implication
Someone who is eithor not conscientious or not vivacious is always not bright.,implication
"If there is at least one people who is not entire, then Timothy is realistic.",implication
Timothy being bright implies that Irvin is not conscientious.,implication
"If Ian is mellow and Igor is not conscientious, then Timothy is vivacious.",implication
"If there is at least one people who is not realistic, then Norris is not bright.",implication
Someone who is realistic and bright is always not entire and not vivacious.,implication
"If someone is not realistic, then he is conscientious.",implication
Ian is not mellow.,negation
Igor is not mellow.,negation
Norris is not conscientious.,negation
Norris is not realistic.,negation
Irvin is not conscientious.,negation
Irvin is not bright.,negation
Ian is not conscientious.,negation
Tobias is not vivacious.,negation
Igor is not vivacious.,negation
Timothy is not mellow.,negation
Guy is not wooden.,fact
Tobias is not massive.,fact
Tobias is not joyous.,fact
Gardner is not massive.,fact
Ted is not guilty.,fact
Harley is massive.,fact
Ted is not basic.,fact
Harley is guilty.,fact
Harley is joyous.,fact
Otis is not joyous.,fact
Tobias is not guilty.,fact
Otis is wooden.,fact
Gardner being not joyous implies that Ted is not light.,implication
Someone who is eithor light or wooden is always joyous.,implication
It can be concluded that Otis is not basic once knowing that Tobias is wooden and Harley is massive.,implication
"If there is at least one people who is either not wooden or basic, then Otis is massive and Ted is not light.",implication
"If there is someone who is both basic and massive, then Otis is wooden and Ted is not joyous.",implication
Someone who is both massive and not joyous is always not wooden.,implication
"If there is at least one people who is light, then Ted is not guilty.",implication
"If there is at least one people who is both massive and basic, then Carlton is light.",implication
Guy is not joyous.,negation
Otis is not massive.,negation
Ted is not joyous.,negation
Otis is not guilty.,negation
Gardner is not basic.,negation
Ted is not basic.,negation
Tobias is not massive.,negation
Guy is not wooden.,negation
Benton is warm-hearted.,fact
Deborah is not quaint.,fact
Deborah is not warm-hearted.,fact
Hadwin is not warm-hearted.,fact
Norris is warm-hearted.,fact
Benton is not mean.,fact
Hadwin is not glorious.,fact
Benton is quaint.,fact
Lee is quaint.,fact
Lee is glorious.,fact
Hadwin is dynamic.,fact
Benton is timid.,fact
"If Deborah is timid and Lee is not mean, then Lee is dynamic.",implication
"If Alton is not quaint, then Benton is glorious.",implication
"If someone is mean or he is dynamic, then he is not warm-hearted.",implication
"If someone who is mean is also not warm-hearted, then he is not timid.",implication
"If there is someone who is not quaint, then Benton is not dynamic.",implication
Someone who is quaint is always both not warm-hearted and not glorious.,implication
"If there is at least one people who is not quaint or mean, then Benton is not dynamic.",implication
"If there is someone who is not quaint, then Norris is dynamic and Alton is not warm-hearted.",implication
Rex being not warm-hearted implies that Rex is mean.,implication
"If there is someone who is both timid and not mean, then Lee is not dynamic and Alton is glorious.",implication
Rex is not glorious.,negation
Hadwin is not warm-hearted.,negation
Deborah is not quaint.,negation
Benton is not quaint.,negation
Rex is not mean.,negation
Benton is not dynamic.,negation
Norris is not warm-hearted.,negation
Rex is not quaint.,negation
Deborah is not warm-hearted.,negation
Hadwin is not quaint.,negation
Hadwin is not dynamic.,negation
Aubrey is impossible.,fact
Gardner is not exciting.,fact
Neil is not magnificent.,fact
Brice is not impossible.,fact
Aubrey is exciting.,fact
Marlon is impossible.,fact
Marlon is tired.,fact
Gardner is impossible.,fact
Brice is not puny.,fact
Truman is not impossible.,fact
Chatwin is not exciting.,fact
Aubrey is not magnificent.,fact
"If someone is not magnificent or he is not tired, then he is not impossible.",implication
Someone who is not exciting is always smiling.,implication
Someone who is both not puny and magnificent is always not impossible.,implication
"If someone is not tired, then he is both puny and smiling.",implication
"If there is someone who is exciting, then Aubrey is not smiling.",implication
Gardner being exciting or Truman being not tired implies that Aubrey is puny.,implication
Someone who is not smiling is always exciting.,implication
"If Brice is puny, then Marlon is not impossible and Truman is not tired.",implication
"If Aubrey is exciting, then Neil is not magnificent and Truman is smiling.",implication
Aubrey is not smiling.,negation
Gardner is not impossible.,negation
Gardner is not tired.,negation
Neil is not impossible.,negation
Gardner is not puny.,negation
Neil is not tired.,negation
Aubrey is not exciting.,negation
Chatwin is not exciting.,negation
Marlon is not impossible.,negation
Aubrey is not impossible.,negation
Aubrey is not puny.,negation
Marlon is not puny.,negation
Burton is shiny.,fact
Stewart is shiny.,fact
Robert is not discreet.,fact
Carter is shiny.,fact
Burton is cute.,fact
Stewart is not discreet.,fact
Mila is safe.,fact
Robert is easy.,fact
Stewart is easy.,fact
Mila is easy.,fact
Carter is safe.,fact
Mila is not discreet.,fact
It can be concluded that Burton is cute once knowing that Burton is discreet or Monique is safe.,implication
It can be concluded that Matthew is safe once knowing that Carter is not curious and Burton is not easy.,implication
"If someone is both not discreet and cute, then he is shiny.",implication
All not discreet people are shiny.,implication
"If there is at least one people who is both not curious and safe, then Mila is not shiny.",implication
"If there is someone who is not curious, then Monique is shiny.",implication
Stewart being safe or Mila being cute implies that Mila is curious.,implication
"If there is someone who is not safe, then Burton is shiny.",implication
Mila is not shiny.,negation
Robert is not discreet.,negation
Burton is not shiny.,negation
Mila is not curious.,negation
Stewart is not cute.,negation
Robert is not shiny.,negation
Matthew is not discreet.,negation
Carter is not easy.,negation
Mila is not easy.,negation
Burton is not cute.,negation
Carter is not shiny.,negation
Burton is not curious.,negation
Carter is not safe.,negation
Mark is crazy.,fact
Brian is sexual.,fact
Sidney is not ashamed.,fact
Hope is ashamed.,fact
Mark is steep.,fact
Sidney is not steep.,fact
Ives is not ashamed.,fact
Mark is not clear.,fact
Mark is sexual.,fact
Ives is crazy.,fact
Mark is ashamed.,fact
Sophie is not clear.,fact
"If there is nobody who is not not sexual, then Quade is not steep and Hope is clear.",implication
"If Quade is not sexual, then Hope is not crazy and Quade is not ashamed.",implication
"If there is at least one people who is not steep, then Hope is not clear and Quade is crazy.",implication
Someone who is eithor sexual or not careful is always not steep.,implication
"If someone is not steep, then he is both not clear and not ashamed.",implication
"If there is someone who is not clear, then Ives is not sexual and Quade is crazy.",implication
It can be concluded that Ives is crazy once knowing that Ives is not sexual or Ives is not clear.,implication
"If Sidney is careful or Ives is ashamed, then Sidney is not clear.",implication
Mark is not sexual.,negation
Mark is not crazy.,negation
Hope is not sexual.,negation
Quade is not clear.,negation
Hope is not ashamed.,negation
Mark is not steep.,negation
Ives is not steep.,negation
Sidney is not crazy.,negation
Ives is not crazy.,negation
Brian is not steep.,negation
Hope is not steep.,negation
Sidney is not clear.,negation
Reginald is not every.,fact
Rodney is not severe.,fact
Gloria is not self-disciplined.,fact
Quillan is not every.,fact
Marshall is self-disciplined.,fact
Marshall is severe.,fact
Quillan is not self-disciplined.,fact
Lucia is unusual.,fact
Rodney is not self-disciplined.,fact
Rodney is not every.,fact
Reginald is not logical.,fact
Quillan is not logical.,fact
"If there is at least one people who is both not every and not self-disciplined, then Clifford is unusual.",implication
It can be concluded that Lucia is not cloudy once knowing that Reginald is logical or Clifford is unusual.,implication
"If there is at least one people who is not unusual, then Lucia is not self-disciplined.",implication
"If someone is self-disciplined or every, then he is not unusual.",implication
"If someone is logical or not unusual, then he is every.",implication
Someone who is not self-disciplined is always not unusual.,implication
"If someone who is unusual is also every, then he is cloudy.",implication
"If someone is not unusual or cloudy, then he is not logical.",implication
"If there is someone who is both logical and not every, then Reginald is not self-disciplined.",implication
Quillan is not every.,negation
Lucia is not unusual.,negation
Rodney is not logical.,negation
Marshall is not self-disciplined.,negation
Marshall is not cloudy.,negation
Quillan is not self-disciplined.,negation
Lucia is not severe.,negation
Clifford is not every.,negation
Calvin is helpful.,fact
Carter is not sufficient.,fact
Brian is ugliest.,fact
Irvin is ugliest.,fact
Brian is helpful.,fact
Carter is chestnut.,fact
Boris is chestnut.,fact
Rosie is visible.,fact
Carter is helpful.,fact
Irvin is visible.,fact
Rosie is ancient.,fact
Calvin is ancient.,fact
"If there is at least one people who is not chestnut or not helpful, then Calvin is not sufficient.",implication
Carter being not helpful implies that Irvin is not ugliest.,implication
Irvin being not sufficient and Irvin being ancient imply that Calvin is helpful.,implication
"If someone who is visible is also not helpful, then he is not ugliest.",implication
"If there is someone who is either sufficient or ancient, then Brian is helpful.",implication
"If everyone is not helpful or not sufficient, then Irvin is chestnut.",implication
"If someone is sufficient, then he is both ancient and ugliest.",implication
"If there is at least one people who is not sufficient, then Brian is ancient.",implication
"If someone is ancient or visible, then he is not ugliest.",implication
Calvin is not ancient.,negation
Carter is not chestnut.,negation
Calvin is not ugliest.,negation
Boris is not sufficient.,negation
Carter is not helpful.,negation
Calvin is not helpful.,negation
Rosie is not helpful.,negation
Rosie is not ugliest.,negation
Rosie is not ancient.,negation
Brian is not ugliest.,negation
Rory is puzzled.,fact
Rory is traditional.,fact
Rory is discreet.,fact
Kyle is not discreet.,fact
Homer is not agreeable.,fact
Peter is not puzzled.,fact
Hadwin is not agreeable.,fact
Maddox is not determined.,fact
Kyle is bad.,fact
